state,dates,cum_positive_cases,daily_tests,cum_tests,test_per_million,daily_tests_per_million,population,Male literacy rate %,Female literacy rate %,Average literacy rate %,area,GDP,per capita in,Female to Male ratio,Hindu,Muslim,Christian,Sikhs,Buddhist,Others,density,primary_health_centers,community_health_centers,sub_district_hospitals,district_hospitals,public_health_facilities,public_beds,rural_hospitals,rural_beds,urban_hospitals,urban_beds,Collection Site,Government Laboratory,Private Laboratory,target
Andaman and Nicobar Islands,30/01/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,31/01/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,01/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,02/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,03/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,04/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,05/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,06/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,07/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,08/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,09/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,10/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,11/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,12/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,13/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,14/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,15/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,16/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,17/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,18/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,19/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,20/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,21/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,22/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,23/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,24/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,25/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,26/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,27/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,28/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,29/02/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,01/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,02/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,03/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,04/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,05/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,06/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,07/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,08/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,09/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,10/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,11/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,12/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,13/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,14/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,15/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,16/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,17/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,18/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,19/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,20/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,21/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,22/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,23/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,24/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,0
Andaman and Nicobar Islands,25/03/2020,0,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,1
Andaman and Nicobar Islands,26/03/2020,1,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,6
Andaman and Nicobar Islands,27/03/2020,6,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,9
Andaman and Nicobar Islands,28/03/2020,9,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,9
Andaman and Nicobar Islands,29/03/2020,9,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,30/03/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,31/03/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,01/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,02/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,03/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,04/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,05/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,06/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,10
Andaman and Nicobar Islands,07/04/2020,10,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,08/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,09/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,10/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,11/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,12/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,13/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,14/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,15/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,11
Andaman and Nicobar Islands,16/04/2020,11,0,0,0,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,12
Andaman and Nicobar Islands,17/04/2020,12,1403,1403,3364.217957,3364.217957,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,14
Andaman and Nicobar Islands,18/04/2020,14,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,15
Andaman and Nicobar Islands,19/04/2020,15,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,16
Andaman and Nicobar Islands,20/04/2020,16,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,17
Andaman and Nicobar Islands,21/04/2020,17,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,18
Andaman and Nicobar Islands,22/04/2020,18,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,22
Andaman and Nicobar Islands,23/04/2020,22,0,1403,3364.217957,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,29
Andaman and Nicobar Islands,24/04/2020,29,1276,2679,6423.90585,3059.687893,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,25/04/2020,33,0,2679,6423.90585,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,26/04/2020,33,0,2679,6423.90585,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,27/04/2020,33,169,2848,6829.146644,405.2407946,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,28/04/2020,33,0,2848,6829.146644,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,29/04/2020,33,0,2848,6829.146644,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,30/04/2020,33,0,2848,6829.146644,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,01/05/2020,33,906,3754,9001.620963,2172.474319,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,02/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,03/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,04/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,05/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,06/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,07/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,08/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,09/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,10/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,11/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,12/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,13/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,14/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,15/05/2020,33,0,3754,9001.620963,0,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
Andaman and Nicobar Islands,16/05/2020,33,2923,6677,16010.6082,7008.987234,404000,90.11,81.84,86.27,8249,0.89,229000,1045,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,48.97563341,27,4,1.6,3,34,1246,27,575,3,500,0,1,0,33
