state,dates,cum_positive_cases,daily_tests,cum_tests,test_per_million,daily_tests_per_million,population,Male literacy rate %,Female literacy rate %,Average literacy rate %,area,GDP,per capita in,Female to Male ratio,Hindu,Muslim,Christian,Sikhs,Buddhist,Others,density,primary_health_centers,community_health_centers,sub_district_hospitals,district_hospitals,public_health_facilities,public_beds,rural_hospitals,rural_beds,urban_hospitals,urban_beds,Collection Site,Government Laboratory,Private Laboratory,target
Manipur,29/05/2021,48850,4900,706385,228489.3152,1584.968034,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,49882
Manipur,30/05/2021,49882,6393,712778,230557.2133,2067.89809,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,50751
Manipur,31/05/2021,50751,4648,717426,232060.6687,1503.455392,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,51549
Manipur,01/06/2021,51549,5720,723146,233910.8763,1850.207582,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,52278
Manipur,02/06/2021,52278,6932,730078,236153.1209,2242.244574,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,52899
Manipur,03/06/2021,52899,5767,735845,238018.5312,1865.410337,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,53690
Manipur,04/06/2021,53690,7689,743534,240505.6371,2487.105962,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,54407
Manipur,05/06/2021,54407,8229,751763,243167.4131,2661.775908,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,55230
Manipur,06/06/2021,55230,8773,760536,246005.1528,2837.739706,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,55828
Manipur,07/06/2021,55828,4987,765523,247618.2621,1613.109303,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,56576
Manipur,08/06/2021,56576,8928,774451,250506.1385,2887.87645,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,57351
Manipur,09/06/2021,57351,8944,783395,253399.1904,2893.051856,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,58081
Manipur,10/06/2021,58081,9008,792403,256312.9439,2913.753479,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,58768
Manipur,11/06/2021,58768,7820,800223,258842.4234,2529.479597,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,59322
Manipur,12/06/2021,59322,7958,808181,261416.5409,2574.117472,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,59852
Manipur,13/06/2021,59852,5059,813240,263052.9395,1636.398629,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,60311
Manipur,14/06/2021,60311,5257,818497,264753.3838,1700.444276,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,61096
Manipur,15/06/2021,61096,8074,826571,267365.023,2611.639164,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,61848
Manipur,16/06/2021,61848,8492,835063,270111.8696,2746.846641,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,62343
Manipur,17/06/2021,62343,5884,840947,272015.1251,1903.255492,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,62946
Manipur,18/06/2021,62946,5842,846789,273904.7952,1889.670052,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,63538
Manipur,19/06/2021,63538,5873,852662,275804.4926,1899.6974,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,64065
Manipur,20/06/2021,64065,4491,857153,277257.1643,1452.671722,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,64418
Manipur,21/06/2021,64418,2272,859425,277992.0719,734.9076271,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,64993
Manipur,22/06/2021,64993,4791,864216,279541.7825,1549.710582,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,65622
Manipur,23/06/2021,65622,5336,869552,281267.7803,1725.997843,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,66171
Manipur,24/06/2021,66171,4274,873826,282650.2606,1382.480281,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,66756
Manipur,25/06/2021,66756,4591,878417,284135.2786,1485.018009,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,67317
Manipur,26/06/2021,67317,4516,882933,285596.0369,1460.758294,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,67986
Manipur,27/06/2021,67986,5185,888118,287273.1919,1677.15495,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,68418
Manipur,28/06/2021,68418,4493,892611,288726.5105,1453.318648,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,69198
Manipur,29/06/2021,69198,4386,896997,290145.2187,1418.708122,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,69790
Manipur,30/06/2021,69790,5002,901999,291763.1799,1617.961246,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,70298
Manipur,01/07/2021,70298,4460,906459,293205.8243,1442.644374,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,70954
Manipur,02/07/2021,70954,4817,911276,294763.9449,1558.120616,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,71643
Manipur,03/07/2021,71643,4443,915719,296201.0904,1437.145505,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,72286
Manipur,04/07/2021,72286,4320,920039,297598.45,1397.359573,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,72718
Manipur,05/07/2021,72718,3204,923243,298634.825,1036.375016,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,73581
Manipur,06/07/2021,73581,5069,928312,300274.4582,1639.633258,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,74341
Manipur,07/07/2021,74341,5595,933907,302084.233,1809.774724,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,75180
Manipur,08/07/2021,75180,4390,938297,303504.2349,1420.001973,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,76032
Manipur,09/07/2021,76032,5400,943697,305250.9344,1746.699466,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,76820
Manipur,10/07/2021,76820,5950,949647,307175.5384,1924.604041,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,77731
Manipur,11/07/2021,77731,6320,955967,309219.8237,2044.285301,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,78621
Manipur,12/07/2021,78621,6521,962488,311329.1251,2109.301336,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,79417
Manipur,13/07/2021,79417,4961,967449,312933.8243,1604.699268,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,80521
Manipur,14/07/2021,80521,7594,975043,315390.2013,2456.376989,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,81560
Manipur,15/07/2021,81560,7056,982099,317672.5553,2282.353969,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,82688
Manipur,16/07/2021,82688,7184,989283,319996.3125,2323.757215,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,83859
Manipur,17/07/2021,83859,6942,996225,322241.7917,2245.479202,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,84822
Manipur,18/07/2021,84822,6174,1002399,324238.8514,1997.059723,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,85596
Manipur,19/07/2021,85596,4339,1006738,325642.3568,1403.505367,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,86723
Manipur,20/07/2021,86723,7279,1014017,327996.843,2354.486187,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,88050
Manipur,21/07/2021,88050,6852,1020869,330213.2105,2216.367544,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,88978
Manipur,22/07/2021,88978,5555,1026424,332010.0468,1796.83621,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,90262
Manipur,23/07/2021,90262,6836,1033260,334221.2389,2211.192139,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,91460
Manipur,24/07/2021,91460,7068,1040328,336507.4744,2286.235523,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,92667
Manipur,25/07/2021,92667,8327,1048655,339200.9497,2693.475269,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,93656
Manipur,26/07/2021,93656,4888,1053543,340782.0362,1581.086479,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,94821
Manipur,27/07/2021,94821,6329,1059872,342829.2326,2047.196466,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,95824
Manipur,28/07/2021,95824,7275,1067147,345182.425,2353.192336,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,96824
Manipur,29/07/2021,96824,6655,1073802,347335.0703,2152.64536,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,97698
Manipur,30/07/2021,97698,6673,1080475,349493.538,2158.467692,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,98499
Manipur,31/07/2021,98499,6465,1086940,351584.7254,2091.187416,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,99331
Manipur,01/08/2021,99331,5600,1092540,353396.1175,1811.392039,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,99872
Manipur,02/08/2021,99872,5600,1086940,351584.7254,-1811.392039,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,100625
Manipur,03/08/2021,100625,15347,1102287,356548.91,4964.184574,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,101390
Manipur,04/08/2021,101390,5295,1107582,358261.6459,1712.735865,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,102147
Manipur,05/08/2021,102147,5275,1112857,359967.9125,1706.266608,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,102889
Manipur,06/08/2021,102889,5055,1117912,361603.0173,1635.104778,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,103588
Manipur,07/08/2021,103588,4941,1122853,363201.2473,1598.230011,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,104324
Manipur,08/08/2021,104324,5597,1128450,365011.6689,1810.42165,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,104791
Manipur,09/08/2021,104791,3005,1131455,365983.6748,972.0059064,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,105424
Manipur,10/08/2021,105424,5118,1136573,367639.1578,1655.482938,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,106030
Manipur,11/08/2021,106030,4954,1141527,369241.5928,1602.435028,3260000,86.49,73.17,79.85,22327,0.45,94363,1066,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,146.0115555,87,17,1,9,114,2562,23,730,7,697,0,2,0,106030
Meghalaya,30/01/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,31/01/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,01/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,02/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,03/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,04/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,05/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,06/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,07/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,08/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,09/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,10/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,11/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,12/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,13/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,14/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,15/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,16/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,17/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,18/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,19/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,20/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,21/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,22/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,23/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,24/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,25/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,26/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,27/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,28/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,29/02/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,01/03/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,02/03/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,03/03/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
Meghalaya,04/03/2020,0,0,0,0,0,3387000,77.17,73.78,75.48,22429,0.47,110002,1039,0.1153,0.044,0.7459,0.001,0.0033,0.0905,151.0098533,138,29,4.6,13,180,4585,143,1970,14,2487,0,1,0,0
