population(1901),population(1951),population(2011),population(2023),population(2024),Male(literacy rate),Female (literacy rate)Average (literacy rate),average (literacy rate),Area (sq. km),GDP,per capita in,sex ratio (number of female per male),Hindu,Muslim,Christian,Sikhs,Buddhist,Others,States/Uts,Majority,Date,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-01,0,0,23,10.8505,76.2711,2,241
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-02,0,0,25,10.8505,76.2711,2,265
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-03,0,0,27,10.8505,76.2711,2,286
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-04,0,0,41,10.8505,76.2711,2,295
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-05,0,0,49,10.8505,76.2711,2,306
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-06,0,0,55,10.8505,76.2711,2,314
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-07,0,0,58,10.8505,76.2711,2,327
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-08,0,0,70,10.8505,76.2711,2,336
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-09,0,0,83,10.8505,76.2711,2,345
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-10,0,0,96,10.8505,76.2711,2,357
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-11,0,0,123,10.8505,76.2711,2,364
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-12,0,0,123,10.8505,76.2711,2,364
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-13,0,0,179,10.8505,76.2711,2,376
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-13,0,0,198,10.8505,76.2711,3,379
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-15,0,0,211,10.8505,76.2711,3,387
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-16,0,0,218,10.8505,76.2711,3,388
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-17,0,0,245,10.8505,76.2711,3,395
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-18,0,0,255,10.8505,76.2711,3,396
6396262.0,13549118.0,33406061.0,35824000.0,35967000.0,97.4,95.2,96.2,38852.0,11.3,257711.0,1121.0,0.5473,0.2656,0.1838,0.0001,0.0001,0.0031,Kerala,Hindu,2020-04-19,0,0,257,10.8505,76.2711,3,400
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-21,4,0,0,22.9734,78.6569,0,4
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-22,4,0,0,22.9734,78.6569,0,4
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-23,6,0,0,22.9734,78.6569,0,6
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-24,7,0,0,22.9734,78.6569,0,7
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-25,14,0,0,22.9734,78.6569,0,14
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-26,20,0,0,22.9734,78.6569,1,20
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-27,20,0,0,22.9734,78.6569,1,20
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-28,30,0,0,22.9734,78.6569,2,30
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-29,30,0,0,22.9734,78.6569,2,30
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-30,0,0,0,22.9734,78.6569,2,33
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-03-31,0,0,0,22.9734,78.6569,3,47
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-01,0,0,0,22.9734,78.6569,3,66
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-02,0,0,0,22.9734,78.6569,6,99
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-03,0,0,0,22.9734,78.6569,6,99
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-04,0,0,0,22.9734,78.6569,6,104
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-05,0,0,0,22.9734,78.6569,6,104
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-06,0,0,0,22.9734,78.6569,9,165
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-07,0,0,0,22.9734,78.6569,9,165
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-08,0,0,0,22.9734,78.6569,13,229
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-09,0,0,0,22.9734,78.6569,13,229
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-10,0,0,0,22.9734,78.6569,16,259
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-11,0,0,0,22.9734,78.6569,33,435
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-12,0,0,0,22.9734,78.6569,36,532
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-13,0,0,0,22.9734,78.6569,36,564
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-13,0,0,50,22.9734,78.6569,50,730
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-15,0,0,51,22.9734,78.6569,50,730
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-16,0,0,64,22.9734,78.6569,53,987
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-17,0,0,65,22.9734,78.6569,57,1308
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-18,0,0,69,22.9734,78.6569,69,1310
16860768.0,18614931.0,72626809.0,86923000.0,87954000.0,81.2,65.5,73.7,308252.0,13.87,137339.0,970.0,0.9089,0.0657,0.0029,0.0021,0.0003,0.0201,Madhya Pradesh,Hindu,2020-04-19,0,0,127,22.9734,78.6569,70,1407
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-09,2,0,0,19.7515,75.7139,0,2
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-10,5,0,0,19.7515,75.7139,0,5
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-11,10,0,0,19.7515,75.7139,0,10
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-12,11,0,0,19.7515,75.7139,0,11
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-13,11,0,0,19.7515,75.7139,0,11
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-14,14,0,0,19.7515,75.7139,0,14
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-15,32,0,0,19.7515,75.7139,0,32
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-16,32,0,0,19.7515,75.7139,0,32
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-17,36,3,0,19.7515,75.7139,1,39
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-18,39,3,0,19.7515,75.7139,1,42
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-19,44,3,0,19.7515,75.7139,1,47
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-20,44,3,0,19.7515,75.7139,1,47
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-21,60,3,0,19.7515,75.7139,1,63
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-22,64,3,0,19.7515,75.7139,2,67
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-23,71,3,0,19.7515,75.7139,2,74
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-24,86,3,0,19.7515,75.7139,2,89
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-25,125,3,1,19.7515,75.7139,3,128
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-26,121,3,1,19.7515,75.7139,3,124
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-27,127,3,15,19.7515,75.7139,4,130
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-28,177,3,25,19.7515,75.7139,5,180
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-29,183,3,25,19.7515,75.7139,6,186
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-30,0,0,25,19.7515,75.7139,8,193
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-03-31,0,0,39,19.7515,75.7139,9,216
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-01,0,0,39,19.7515,75.7139,9,302
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-02,0,0,42,19.7515,75.7139,13,335
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-03,0,0,42,19.7515,75.7139,16,335
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-04,0,0,42,19.7515,75.7139,19,423
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-05,0,0,42,19.7515,75.7139,24,490
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-06,0,0,42,19.7515,75.7139,45,690
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-07,0,0,56,19.7515,75.7139,45,748
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-08,0,0,79,19.7515,75.7139,64,1018
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-09,0,0,117,19.7515,75.7139,72,1135
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-10,0,0,125,19.7515,75.7139,97,1364
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-11,0,0,188,19.7515,75.7139,110,1574
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-12,0,0,208,19.7515,75.7139,127,1761
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-13,0,0,217,19.7515,75.7139,149,1985
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-13,0,0,229,19.7515,75.7139,160,2337
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-15,0,0,259,19.7515,75.7139,178,2687
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-16,0,0,295,19.7515,75.7139,187,2916
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-17,0,0,300,19.7515,75.7139,194,3205
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-18,0,0,331,19.7515,75.7139,201,3323
19391643.0,32002564.0,112374333.0,126710000.0,127684000.0,90.7,78.4,84.8,307713.0,38.8,248632.0,966.0,0.7983,0.1154,0.0096,0.002,0.0581,0.0166,Maharashtra,Hindu,2020-04-19,0,0,365,19.7515,75.7139,211,3651
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-24,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-25,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-26,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-27,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-28,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-29,1,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-30,0,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-03-31,0,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-01,0,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-02,0,0,0,24.6637,93.9063,0,1
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-03,0,0,0,24.6637,93.9063,0,2
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-04,0,0,0,24.6637,93.9063,0,2
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-05,0,0,0,24.6637,93.9063,0,2
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-06,0,0,0,24.6637,93.9063,0,2
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-07,0,0,0,24.6637,93.9063,0,2
284465.0,577635.0,2855794.0,3231000.0,3260000.0,86.49,73.17,79.85,22327.0,0.45,94363.0,1066.0,0.4139,0.084,0.4129,0.0005,0.0025,0.0862,Manipur,Hindu,2020-04-08,0,0,0,24.6637,93.9063,0,2
