population(1901),population(1951),population(2011),population(2023),population(2024),Male(literacy rate),Female (literacy rate)Average (literacy rate),average (literacy rate),Area (sq. km),GDP,per capita in,sex ratio (number of female per male),Hindu,Muslim,Christian,Sikhs,Buddhist,Others,States/Uts,Majority,Date,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-26,1,0,0,11.7401,92.6586,0,1
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-27,1,0,0,11.7401,92.6586,0,1
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-28,6,0,0,11.7401,92.6586,0,6
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-29,9,0,0,11.7401,92.6586,0,9
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-30,0,0,0,11.7401,92.6586,0,9
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-03-31,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-01,0,0,1,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-02,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-03,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-04,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-05,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-06,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-07,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-08,0,0,0,11.7401,92.6586,0,10
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-09,0,0,0,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-10,0,0,0,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-11,0,0,0,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-12,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-13,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-13,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-15,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-16,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-17,0,0,10,11.7401,92.6586,0,11
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-18,0,0,11,11.7401,92.6586,0,12
24649.0,30971.0,380581.0,403000.0,404000.0,90.11,81.84,86.27,8249.0,0.89,229000.0,1045.0,0.6945,0.0852,0.2128,0.0034,0.0009,0.0032,Andaman and Nicobar Islands,Hindu,2020-04-19,0,0,11,11.7401,92.6586,0,14
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-12,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-13,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-14,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-15,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-16,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-17,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-18,1,0,0,15.9129,79.74,0,1
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-19,2,0,0,15.9129,79.74,0,2
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-20,2,0,0,15.9129,79.74,0,2
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-21,3,0,0,15.9129,79.74,0,3
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-22,5,0,0,15.9129,79.74,0,5
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-23,7,0,0,15.9129,79.74,0,7
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-24,8,0,0,15.9129,79.74,0,8
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-25,9,0,1,15.9129,79.74,0,9
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-26,11,0,1,15.9129,79.74,0,11
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-27,12,0,1,15.9129,79.74,0,12
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-28,14,0,1,15.9129,79.74,0,14
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-29,14,0,1,15.9129,79.74,0,14
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-30,0,0,1,15.9129,79.74,0,19
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-03-31,0,0,1,15.9129,79.74,0,40
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-01,0,0,0,15.9129,79.74,0,83
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-02,0,0,1,15.9129,79.74,1,86
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-03,0,0,1,15.9129,79.74,1,132
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-04,0,0,1,15.9129,79.74,1,161
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-05,0,0,1,15.9129,79.74,1,161
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-06,0,0,1,15.9129,79.74,3,226
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-07,0,0,1,15.9129,79.74,3,266
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-08,0,0,1,15.9129,79.74,4,305
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-09,0,0,6,15.9129,79.74,4,348
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-10,0,0,6,15.9129,79.74,4,348
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-11,0,0,7,15.9129,79.74,6,363
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-12,0,0,11,15.9129,79.74,6,381
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-13,0,0,11,15.9129,79.74,7,427
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-13,0,0,14,15.9129,79.74,9,473
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-15,0,0,16,15.9129,79.74,9,483
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-16,0,0,20,15.9129,79.74,14,525
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-17,0,0,36,15.9129,79.74,14,572
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-18,0,0,36,15.9129,79.74,14,572
13071874.0,20216637.0,49386799.0,53217000.0,53402000.0,73.4,59.5,66.4,162970.0,14.5,219518.0,963.0,0.9087,0.0733,0.0138,0.0002,0.0001,0.0039,Andhra Pradesh,Hindu,2020-04-19,0,0,42,15.9129,79.74,15,603
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-03,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-04,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-05,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-06,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-07,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-08,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-09,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-10,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-11,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-12,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-13,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-13,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-15,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-16,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-17,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-18,0,0,0,28.218000000000004,94.7278,0,1
176510.6,235061.4,1383727.0,1565000.0,1580000.0,73.69,59.57,66.95,83743.0,0.38,256410.0,997.0,0.2904,0.0195,0.3026,0.0024,0.1177,0.2674,Arunachal Pradesh,Christian,2020-04-19,0,0,0,28.218000000000004,94.7278,0,1
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-01,0,0,0,26.2006,92.9376,0,1
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-02,0,0,0,26.2006,92.9376,0,1
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-03,0,0,0,26.2006,92.9376,0,16
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-04,0,0,0,26.2006,92.9376,0,24
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-05,0,0,0,26.2006,92.9376,0,24
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-06,0,0,0,26.2006,92.9376,0,26
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-07,0,0,0,26.2006,92.9376,0,26
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-08,0,0,0,26.2006,92.9376,0,27
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-09,0,0,0,26.2006,92.9376,0,28
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-10,0,0,0,26.2006,92.9376,0,29
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-11,0,0,0,26.2006,92.9376,1,29
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-12,0,0,0,26.2006,92.9376,1,29
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-13,0,0,0,26.2006,92.9376,1,29
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-13,0,0,0,26.2006,92.9376,1,21
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-15,0,0,0,26.2006,92.9376,1,32
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-16,0,0,0,26.2006,92.9376,1,33
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-17,0,0,5,26.2006,92.9376,1,35
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-18,0,0,5,26.2006,92.9376,1,35
3289680.0,8028856.0,31205576.0,35824000.0,36159000.0,90.1,81.2,85.9,78438.0,5.67,118504.0,1012.0,0.6147,0.3422,0.0374,0.0007,0.0018,0.0032,Assam,Hindu,2020-04-19,0,0,12,26.2006,92.9376,1,35
27311865.0,29085017.0,104099452.0,127368000.0,129205000.0,79.7,60.5,70.9,94163.0,8.59,54000.0,1090.0,0.8269,0.1687,0.0012,0.0002,0.0002,0.0028,Bihar,Hindu,2020-03-22,2,0,0,25.0961,85.3131,1,2
27311865.0,29085017.0,104099452.0,127368000.0,129205000.0,79.7,60.5,70.9,94163.0,8.59,54000.0,1090.0,0.8269,0.1687,0.0012,0.0002,0.0002,0.0028,Bihar,Hindu,2020-03-23,2,0,0,25.0961,85.3131,1,2
27311865.0,29085017.0,104099452.0,127368000.0,129205000.0,79.7,60.5,70.9,94163.0,8.59,54000.0,1090.0,0.8269,0.1687,0.0012,0.0002,0.0002,0.0028,Bihar,Hindu,2020-03-24,3,0,0,25.0961,85.3131,1,3
27311865.0,29085017.0,104099452.0,127368000.0,129205000.0,79.7,60.5,70.9,94163.0,8.59,54000.0,1090.0,0.8269,0.1687,0.0012,0.0002,0.0002,0.0028,Bihar,Hindu,2020-03-25,4,0,0,25.0961,85.3131,1,4
27311865.0,29085017.0,104099452.0,127368000.0,129205000.0,79.7,60.5,70.9,94163.0,8.59,54000.0,1090.0,0.8269,0.1687,0.0012,0.0002,0.0002,0.0028,Bihar,Hindu,2020-03-26,6,0,0,25.0961,85.3131,1,6
